start	end	M3:HeadMovement	M3:janej	M3:yes	M3:no	M3:word01	M3:Face	M3:pitch	F5:pitch	M3:intensity	F5:intensity	M3:x-pos	M3:y-pos	M3:weight	M3:velocity-r	M3:velocity-clock	M3:velocity-x	M3:velocity-y	M3:acceleration-r	M3:acceleration-clock	M3:acceleration-x	M3:acceleration-y	M3:jerk-r	M3:jerk-clock	M3:jerk-x	M3:jerk-y
9808	9812			0	0	0		314.00849975325696	314.00849975325696	24.068984780298315	24.068984780298315	388.498000	118.827000	0.879041	1.753948	3	1.738550	-0.231900	0.097846	4	0.080156	0.056114	0.014556	7	-0.009120	0.011344
9812	9816			0	0	0		314.00849975325696	314.00849975325696	24.172311255738443	24.172311255738443	388.593000	118.823000	0.901131	1.903334	3	1.900717	-0.099783	0.086821	5	0.035936	0.079035	0.018946	8	-0.017248	0.007838
9816	9820			0	0	0		314.00849975325696	314.00849975325696	25.732611896521774	25.732611896521774	389.601000	118.812000	0.876542	1.885040	3	1.884733	0.033983	0.109250	7	-0.040156	0.101603	0.017291	9	-0.017279	-0.000627
9820	9824			0	0	0	Smile	314.00849975325696	314.00849975325696	25.95147099498886	25.95147099498886	391.587000	119.840000	0.833719	1.717213	3	1.687483	0.318150	0.123688	7	-0.080399	0.093994	0.013815	11	-0.009363	-0.010158
9824	9828			0	0	0	Smile	314.00849975325696	314.00849975325696	36.11346892191727	36.11346892191727	395.535000	119.815000	0.842348	1.533742	4	1.471450	0.432667	0.090396	8	-0.085138	0.030382	0.018423	11	-0.006016	-0.017413
9828	9832			0	0	0	Smile	314.00849975325696	314.00849975325696	62.96901327906671	62.96901327906671	396.565000	120.807000	0.883646	1.481896	4	1.416883	0.434117	0.089590	9	-0.088710	-0.012528	0.014641	12	-0.003459	-0.014227
9832	9836			0	0	0	Smile	345.6750442225877	345.6750442225877	61.5452832196161	61.5452832196161	397.559000	120.825000	0.882832	1.247415	4	1.186667	0.384533	0.134200	10	-0.123643	-0.052171	0.007378	11	-0.004792	-0.005610
9836	9840			0	0	0	Smile	369.7716005226694	369.7716005226694	61.03760934599984	61.03760934599984	397.612000	121.844000	0.886087	0.947166	3	0.921800	0.217733	0.136163	10	-0.125110	-0.053740	0.009002	3	0.009002	-0.000020
9840	9844			0	0	0	Smile	387.267062137011	387.267062137011	55.031299822537385	55.031299822537385	398.582000	121.803000	0.863666	0.662266	3	0.640533	0.168267	0.087022	10	-0.077598	-0.039387	0.011260	4	0.010526	0.003999
9844	9848			0	0	0	Smile	399.16177641883235	399.16177641883235	58.60568605099493	58.60568605099493	399.592000	121.837000	0.852858	0.608537	3	0.602567	0.085033	0.054413	10	-0.042115	-0.034455	0.014224	4	0.012115	0.007453
9848	9852			0	0	0	Smile	404.13990003215224	404.13990003215224	53.96329831667704	53.96329831667704	399.612000	121.829000	0.843232	0.487451	3	0.484983	0.048983	0.018705	9	-0.018494	0.002800	0.013509	5	0.005864	0.012170
9852	9856			0	0	0	Smile	193.63585570403512	193.63585570403512	36.83787437692858	36.83787437692858	400.587000	120.836000	0.829926	0.519019	3	0.514950	0.064867	0.035638	6	0.004512	0.035351	0.007985	6	0.000746	0.007950
9856	9860			0	0	0	Smile	193.63585570403512	193.63585570403512	31.72088463687011	31.72088463687011	400.605000	121.817000	0.841519	0.565980	4	0.530483	0.197283	0.059931	6	-0.015099	0.057998	0.003925	7	-0.002705	0.002844
9860	9864			0	0	0	Smile	193.63585570403512	193.63585570403512	28.381366220927795	28.381366220927795	401.574000	121.836000	0.841130	0.550388	4	0.464133	0.295817	0.051477	7	-0.021022	0.046988	0.003602	10	-0.002618	-0.002474
9864	9866			0	0	0	Smile	193.63585570403512	193.63585570403512	34.993211992198574	34.993211992198574	400.602000	121.809000	0.837585	0.553106	4	0.414383	0.366350	0.051633	7	-0.030178	0.041895	0.005049	10	-0.004268	-0.002697
9868	9872			0	0	1	Smile	193.63585570403512	193.63585570403512	36.89358074227786	36.89358074227786	402.582000	122.816000	0.862778	0.563832	5	0.315050	0.467600	0.058633	8	-0.046147	0.036170	0.011291	8	-0.010384	0.004435
9872	9876			0	0	1	Smile	193.63585570403512	193.63585570403512	62.58281571726329	62.58281571726329	403.555000	123.788000	0.883948	0.561470	5	0.248367	0.503550	0.101105	8	-0.079801	0.062080	0.009518	6	-0.000365	0.009511
9876	9880			0	0	1	Smile	193.63585570403512	193.63585570403512	68.08013427299258	68.08013427299258	402.600000	123.817000	0.889968	0.739222	6	0.018117	0.739000	0.126292	7	-0.063686	0.109058	0.012210	5	0.007741	0.009443
9880	9884			0	0	1	Smile	178.55172146801561	178.55172146801561	64.47097188493318	64.47097188493318	402.591000	123.858000	0.895466	0.990350	6	-0.000133	0.990350	0.112902	6	-0.019152	0.111266	0.015782	3	0.015781	0.000209
9884	9887			0	0	1	Smile	132.8212650024232	132.8212650024232	47.20820386276113	47.20820386276113	402.572000	124.834000	0.877687	1.158436	6	-0.050533	1.157333	0.097607	6	0.019001	0.095740	0.014596	3	0.014273	-0.003054
9888	9892			0	0	1	Smile	125.32601480320044	125.32601480320044	45.43711788659973	45.43711788659973	402.583000	125.847000	0.865980	1.311588	6	0.080200	1.309133	0.119582	5	0.074980	0.093155	0.011371	3	0.011159	-0.002184
9892	9896			0	0	1	Smile	125.32601480320044	125.32601480320044	56.648761423760014	56.648761423760014	400.606000	128.866000	0.821657	1.529604	6	0.261800	1.507033	0.123962	5	0.080260	0.094472	0.006041	12	-0.000454	-0.006024
9896	9900			0	0	1	Smile	125.32601480320044	125.32601480320044	59.84409628723381	59.84409628723381	402.575000	130.843000	0.849149	1.755234	6	0.347950	1.720400	0.090981	5	0.061047	0.067460	0.016702	11	-0.009033	-0.014049
9900	9908			0	0	1	Smile	123.37549646914508	123.37549646914508	53.06878727741263	53.06878727741263	403.558000	131.863000	0.886795	1.892922	6	0.464617	1.835017	0.040094	3	0.039428	0.007280	0.015955	11	-0.007440	-0.014114
9904	9916			0	0	1	Smile	293.61966634000174	293.61966634000174	29.38562428899752	29.38562428899752	404.539000	132.890000	0.901576	1.849196	5	0.533167	1.770667	0.041308	1	0.022234	-0.034814	0.011573	10	-0.009198	-0.007023
9908	9916			0	0	1	Smile	293.61966634000174	293.61966634000174	29.38562428899752	29.38562428899752	404.575000	134.885000	0.883600	1.719999	5	0.619183	1.604683	0.044470	12	-0.010972	-0.043096	0.006340	10	-0.005517	-0.003125
9912	9917			0	0	1	Smile	293.61966634000174	293.61966634000174	36.93398996119135	36.93398996119135	404.592000	137.855000	0.884825	1.641275	5	0.474350	1.571233	0.046474	10	-0.034453	-0.031190	0.007222	5	0.005008	0.005203
9916	9917			0	0	1	Smile	293.61966634000174	293.61966634000174	36.93398996119135	36.93398996119135	405.559000	139.832000	0.919645	1.604433	5	0.459700	1.537167	0.029823	2	0.028206	-0.009685	0.014820	3	0.014772	-0.001189
9920	9928			0	0	0	Smile	293.61966634000174	293.61966634000174	44.587586616590244	44.587586616590244	405.603000	139.921000	0.919190	1.671281	5	0.575417	1.569100	0.069648	2	0.061019	-0.033579	0.007950	2	0.007553	-0.002480
9924	9972			0	0	0	Smile	293.61966634000174	293.61966634000174	58.5149309470423	58.5149309470423	406.609000	140.902000	0.880122	1.616633	5	0.738783	1.437950	0.087270	2	0.074093	-0.046112	0.005933	11	-0.001824	-0.005646
9928	9972			0	0	0	Smile	293.61966634000174	293.61966634000174	58.5149309470423	58.5149309470423	406.624000	142.880000	0.845615	1.565443	5	0.869117	1.302017	0.081618	1	0.044432	-0.068464	0.010258	10	-0.007596	-0.006894
9932	9976			0	0	0	Smile	323.90343518688877	323.90343518688877	48.422496353852196	48.422496353852196	407.620000	143.903000	0.816544	1.438793	5	0.885683	1.133883	0.084722	12	0.020641	-0.082169	0.023247	11	-0.013602	-0.018852
9936	9976			0	0	0	Smile	323.90343518688877	323.90343518688877	48.422496353852196	48.422496353852196	409.608000	146.883000	0.842598	1.349249	5	0.929983	0.977550	0.166947	12	-0.024441	-0.165148	0.027914	11	-0.014872	-0.023622
9940	9976			0	0	0	Smile	323.90343518688877	323.90343518688877	48.422496353852196	48.422496353852196	410.609000	146.908000	0.853466	0.948549	4	0.797117	0.514150	0.250554	11	-0.074005	-0.239375	0.018473	11	-0.010582	-0.015141
9944	9976			0	0	0	Smile	323.90343518688877	323.90343518688877	48.422496353852196	48.422496353852196	411.586000	147.847000	0.869202	0.649369	3	0.649367	-0.001617	0.265552	11	-0.082599	-0.252379	0.006955	8	-0.006124	0.003297
9948	9976			0	0	0	Smile	323.90343518688877	323.90343518688877	48.422496353852196	48.422496353852196	411.611000	146.892000	0.874204	0.660188	2	0.481550	-0.451617	0.240846	11	-0.109411	-0.214559	0.021191	7	-0.006990	0.020005
9952	9976			0	0	0	Smile	323.90343518688877	323.90343518688877	48.422496353852196	48.422496353852196	412.573000	146.857000	0.878823	0.894610	12	0.231517	-0.864133	0.191676	11	-0.130284	-0.140591	0.026149	6	-0.001756	0.026089
9956	9976			0	0	0	Smile	323.90343518688877	323.90343518688877	48.422496353852196	48.422496353852196	411.614000	143.896000	0.840368	0.984396	12	-0.050817	-0.983083	0.133988	10	-0.125514	-0.046893	0.025444	6	-0.002272	0.025342
9960	9976			0	0	0	Smile	323.90343518688877	323.90343518688877	48.422496353852196	48.422496353852196	411.636000	142.878000	0.854649	1.111221	11	-0.315583	-1.065467	0.140348	9	-0.140311	-0.003235	0.004542	7	-0.002079	0.004038
9964	9976			0	0	0	Smile	323.90343518688877	323.90343518688877	48.422496353852196	48.422496353852196	412.573000	141.886000	0.881767	1.182831	11	-0.597883	-1.020600	0.136024	9	-0.135197	-0.014979	0.008465	1	0.005917	-0.006053
9968	9976			0	0	0	Smile	323.90343518688877	323.90343518688877	48.422496353852196	48.422496353852196	411.582000	140.921000	0.858797	1.453487	11	-0.864517	-1.168433	0.116216	10	-0.103228	-0.053386	0.015568	1	0.010916	-0.011100
9972	9976			0	0	0	Smile	323.90343518688877	323.90343518688877	48.422496353852196	48.422496353852196	409.603000	140.854000	0.862325	1.573680	11	-0.953133	-1.252200	0.087558	11	-0.058538	-0.065113	0.014757	3	0.014434	-0.003071
9976	9980			0	0	0	Smile	122.17054208712649	122.17054208712649	36.395009846580884	36.395009846580884	408.614000	139.864000	0.870665	1.776723	11	-1.071517	-1.417250	0.079117	11	-0.033429	-0.071707	0.004093	1	0.002854	-0.002934
9980	9984			0	0	0	Smile	122.17054208712649	122.17054208712649	29.188274158292323	29.188274158292323	406.631000	138.838000	0.855610	1.860607	11	-1.137150	-1.472667	0.080105	11	-0.041716	-0.068386	0.003074	7	-0.000899	0.002939
9984	9987			0	0	0	Smile	122.17054208712649	122.17054208712649	26.95677036700859	26.95677036700859	405.596000	134.889000	0.880203	2.051085	11	-1.253150	-1.623750	0.085317	11	-0.043740	-0.073252	0.007589	6	-0.000593	0.007566
9988	9992			0	0	1	Smile	122.17054208712649	122.17054208712649	38.423754699688054	38.423754699688054	405.560000	132.893000	0.931055	2.288972	11	-1.367333	-1.835700	0.059192	11	-0.041754	-0.041956	0.012104	6	-0.001907	0.011953
9992	9996			0	0	1	Smile	122.17054208712649	122.17054208712649	60.605240944890674	60.605240944890674	404.559000	131.884000	0.921483	2.349237	11	-1.419517	-1.871867	0.040908	8	-0.039049	0.012192	0.015712	6	0.003547	0.015307
9996	10000			0	0	1	Smile	122.17054208712649	122.17054208712649	60.598479614188754	60.598479614188754	403.559000	131.798000	0.869489	2.282855	11	-1.418883	-1.788350	0.065270	6	-0.015501	0.063402	0.011979	5	0.006851	0.009826
10000	10004			0	0	1	Smile	124.163149233748	124.163149233748	57.440783214364124	57.440783214364124	399.613000	128.833000	0.830616	2.104315	11	-1.448900	-1.526050	0.086153	6	-0.013599	0.085073	0.006443	4	0.005027	0.004030
10004	10006			0	0	1	Smile	76.49294760043546	76.49294760043546	62.919074682526485	62.919074682526485	397.639000	125.863000	0.880644	2.067638	10	-1.515300	-1.406767	0.063216	6	0.000593	0.063213	0.007031	3	0.007017	-0.000450
10008	10012			0	0	1	Smile	217.81356478277752	217.81356478277752	59.909659015734704	59.909659015734704	397.557000	124.819000	0.940321	2.010471	10	-1.517050	-1.319300	0.078627	5	0.031247	0.072152	0.004106	3	0.004084	-0.000417
10012	10016			0	0	1	Smile	216.27121494882692	216.27121494882692	63.05563340435054	63.05563340435054	396.574000	123.843000	0.940137	1.872267	10	-1.437033	-1.200133	0.077897	5	0.039901	0.066902	0.005391	12	0.000683	-0.005348
10016	10020			0	0	1	Smile	215.745113427144	215.745113427144	61.45910492848034	61.45910492848034	395.583000	123.802000	0.894595	1.641177	10	-1.272817	-1.036050	0.071974	5	0.048166	0.053483	0.008620	12	-0.001480	-0.008492
10020	10024			0	0	1	Smile	227.67627625560408	227.67627625560408	58.68930902506109	58.68930902506109	393.569000	122.834000	0.856731	1.547274	10	-1.207117	-0.967950	0.022825	4	0.018353	0.013570	0.011502	12	0.001477	-0.011407
10024	10028			0	0	1	Smile	324.4020596351874	324.4020596351874	41.10354623520952	41.10354623520952	391.577000	121.838000	0.844317	1.541125	10	-1.201667	-0.964917	0.047473	2	0.045436	-0.013759	0.006080	3	0.006074	0.000281
10028	10029			0	0	1	Smile	324.4020596351874	324.4020596351874	33.947092539141714	33.947092539141714	390.559000	120.811000	0.850320	1.441060	10	-1.056483	-0.980050	0.063460	3	0.062498	0.011012	0.011037	6	0.002269	0.010801
10032	10036			0	0	0	Smile	324.4020596351874	324.4020596351874	50.22085599759602	50.22085599759602	389.572000	118.824000	0.896241	1.355373	10	-0.971683	-0.944917	0.070294	4	0.052707	0.046510	0.015693	7	-0.010011	0.012085
10036	10040			0	0	0	Smile	324.4020596351874	324.4020596351874	49.74675544377004	49.74675544377004	389.530000	117.847000	0.919766	1.181301	10	-0.870450	-0.798617	0.087392	6	0.012245	0.086530	0.016398	8	-0.013828	0.008814
10040	10044			0	0	0	Smile	324.4020596351874	324.4020596351874	32.900120730472146	32.900120730472146	388.573000	117.837000	0.924554	1.093197	10	-0.903267	-0.615783	0.103549	7	-0.032828	0.098207	0.011821	9	-0.011791	0.000843
10044	10048			0	0	0	Smile	324.4020596351874	324.4020596351874	49.33193967542805	49.33193967542805	388.505000	116.863000	0.913911	1.083673	10	-1.000167	-0.417150	0.110144	7	-0.056597	0.094491	0.004380	12	0.000003	-0.004380
10048	10052			0	0	0	Smile	324.4020596351874	324.4020596351874	44.887708488519394	44.887708488519394	386.565000	116.848000	0.885549	1.118702	9	-1.096833	-0.220117	0.081502	7	-0.032739	0.074638	0.014207	2	0.011721	-0.008029
10052	10056			0	0	0	Smile	324.4020596351874	324.4020596351874	31.686202657364273	31.686202657364273	385.548000	116.818000	0.878366	1.134716	9	-1.128183	-0.121583	0.042256	5	0.011930	0.040537	0.018853	2	0.016856	-0.008445
10056	10060			0	0	0	Smile	324.4020596351874	324.4020596351874	24.568894400016692	24.568894400016692	383.546000	116.830000	0.885072	1.033342	9	-1.030917	-0.070750	0.073165	4	0.068714	0.025129	0.016756	3	0.016189	-0.004320
10060	10064			0	0	0	Smile	324.4020596351874	324.4020596351874	30.045075116159637	30.045075116159637	382.569000	116.811000	0.904681	0.881856	9	-0.881850	-0.003267	0.104842	3	0.103092	0.019076	0.008579	3	0.008579	-0.000034
10064	10068			0	0	0	Smile	324.4020596351874	324.4020596351874	35.093751176202964	35.093751176202964	381.593000	116.814000	0.925237	0.622737	9	-0.622733	0.002250	0.126889	3	0.125540	0.018459	0.000807	3	0.000795	-0.000141
10068	10072			0	0	0	Smile	324.4020596351874	324.4020596351874	31.44365366713206	31.44365366713206	381.565000	116.821000	0.941344	0.413677	9	-0.407983	0.068400	0.107334	3	0.104465	0.024649	0.011484	9	-0.011416	0.001250
10072	10076			0	0	0	Smile	324.4020596351874	324.4020596351874	56.66783804610978	56.66783804610978	381.545000	116.826000	0.949283	0.227113	8	-0.194467	0.117317	0.069254	4	0.065283	0.023113	0.012958	9	-0.012926	-0.000909
10076	10080			0	0	0	Smile	324.4020596351874	324.4020596351874	49.717684483219635	49.717684483219635	381.522000	116.833000	0.955190	0.207900	7	-0.142000	0.151850	0.025233	4	0.018935	0.016679	0.012031	9	-0.012028	0.000264
10080	10084			0	0	0	Smile	350.66216530023877	350.66216530023877	42.609181103492084	42.609181103492084	381.495000	116.870000	0.932068	0.208785	7	-0.121533	0.169767	0.023190	6	-0.003003	0.022994	0.005444	9	-0.005360	-0.000952
10084	10088			0	0	0	Smile	350.66216530023877	350.66216530023877	47.87367443076414	47.87367443076414	381.502000	117.800000	0.927894	0.277664	7	-0.148183	0.234817	0.022770	7	-0.013717	0.018175	0.002679	12	-0.000539	-0.002624
10088	10092			0	0	0	Smile	350.66216530023877	350.66216530023877	37.94826324494871	37.94826324494871	381.489000	117.817000	0.928641	0.312093	7	-0.162117	0.266683	0.008073	7	-0.004721	0.006549	0.005164	1	0.003551	-0.003749
10092	10096			0	0	0	Smile	350.66216530023877	350.66216530023877	39.95683234364206	39.95683234364206	380.561000	117.836000	0.924442	0.310626	7	-0.161350	0.265433	0.009041	1	0.005498	-0.007177	0.005143	1	0.003577	-0.003695
10096	10100			0	0	0	Smile	350.66216530023877	350.66216530023877	44.827423183119805	44.827423183119805	380.556000	117.862000	0.910560	0.274074	7	-0.146000	0.231950	0.023423	1	0.014642	-0.018282	0.003572	1	0.002506	-0.002546
10100	10104			0	0	0	Smile	350.66216530023877	350.66216530023877	41.518297515907136	41.518297515907136	380.566000	118.828000	0.902201	0.205775	7	-0.116917	0.169333	0.030552	1	0.020505	-0.022649	0.001243	1	0.000757	-0.000986
10104	10108			0	0	0	Smile	350.66216530023877	350.66216530023877	58.1624003470986	58.1624003470986	380.535000	118.825000	0.890451	0.167855	7	-0.072583	0.151350	0.027853	2	0.021874	-0.017242	0.004253	9	-0.004250	0.000162
10108	10112			0	0	0	Smile	350.32403776947984	350.32403776947984	53.33125832282388	53.33125832282388	380.523000	118.823000	0.890792	0.115595	6	-0.012350	0.114933	0.023642	12	-0.000706	-0.023632	0.006332	8	-0.005861	0.002396
10112	10116			0	0	0	Smile	177.96048909507317	177.96048909507317	48.53383254260283	48.53383254260283	380.515000	118.830000	0.884977	0.099349	8	-0.075250	0.064867	0.024118	10	-0.023024	-0.007178	0.004476	8	-0.004206	0.001530
10116	10120			0	0	0	Smile	168.43982702613798	168.43982702613798	41.10076753669641	41.10076753669641	380.503000	118.846000	0.867037	0.138760	8	-0.122283	0.065583	0.023921	10	-0.021629	-0.010217	0.002636	8	-0.002202	0.001449
10120	10123			0	0	0	Smile	168.43982702613798	168.43982702613798	56.24065943685299	56.24065943685299	380.475000	118.847000	0.854524	0.159917	8	-0.152133	0.049283	0.031760	9	-0.031728	-0.001425	0.004028	6	-0.000399	0.004008
10124	10128			0	0	1	Smile	168.43982702613798	168.43982702613798	64.76181140873427	64.76181140873427	380.473000	118.811000	0.868074	0.234304	9	-0.232083	0.032183	0.030970	8	-0.029225	0.010249	0.002113	11	-0.000842	-0.001939
10128	10132			0	0	1	Smile	164.35252533664908	164.35252533664908	55.689739235591496	55.689739235591496	379.532000	118.831000	0.849030	0.292685	8	-0.281167	0.081300	0.034592	9	-0.034429	-0.003351	0.003299	11	-0.001610	-0.002880
10132	10134			0	0	1	Smile	148.18628760251025	148.18628760251025	56.639112902967284	56.639112902967284	379.519000	119.809000	0.849240	0.366603	9	-0.363383	0.048483	0.043492	10	-0.041587	-0.012730	0.003191	11	-0.002185	-0.002326
10136	10140			0	0	1	Smile	145.2167611995254	145.2167611995254	54.33009906062978	54.33009906062978	379.505000	118.833000	0.846964	0.461915	9	-0.461667	0.015133	0.050990	10	-0.047965	-0.017301	0.001335	2	0.000982	-0.000904
10140	10144			0	0	1	Smile	190.76874930081263	190.76874930081263	44.421876362351476	44.421876362351476	378.527000	118.826000	0.837009	0.563532	9	-0.563267	-0.017283	0.039012	10	-0.034887	-0.017459	0.001933	4	0.001774	0.000769
10144	10145			0	0	1	Smile	190.76874930081263	190.76874930081263	41.11430489998756	41.11430489998756	378.503000	119.822000	0.830015	0.586515	9	-0.584233	-0.051683	0.032388	10	-0.029502	-0.013365	0.005034	4	0.004441	0.002370
10148	10152			0	0	1	Smile	190.76874930081263	190.76874930081263	58.35038925567139	58.35038925567139	377.511000	118.834000	0.834939	0.670588	9	-0.665167	-0.085100	0.017747	9	-0.017458	-0.003188	0.005273	4	0.004309	0.003039
10152	10156			0	0	1	Smile	164.85205634942142	164.85205634942142	53.84944557569254	53.84944557569254	376.534000	118.807000	0.837803	0.667278	9	-0.666383	-0.034550	0.010678	6	0.000558	0.010663	0.007437	3	0.007369	-0.001003
10156	10160			0	0	1	Smile	242.79833955740867	242.79833955740867	44.08091043939778	44.08091043939778	375.527000	118.810000	0.845869	0.649450	9	-0.647500	-0.050283	0.028874	2	0.023009	-0.017443	0.009231	3	0.009193	-0.000839
10160	10164			0	0	1	Smile	242.79833955740867	242.79833955740867	34.34940088685321	34.34940088685321	375.502000	118.816000	0.854444	0.624623	9	-0.610817	-0.130600	0.052393	3	0.052390	0.000533	0.005260	4	0.004074	0.003327
10164	10168			0	0	0	Smile	242.79833955740867	242.79833955740867	29.852250117618226	29.852250117618226	374.536000	118.807000	0.867845	0.433994	9	-0.431333	-0.047983	0.064453	4	0.061713	0.018592	0.002590	5	0.001376	0.002194
10168	10172			0	0	0	Smile	242.79833955740867	242.79833955740867	32.61125075346585	32.61125075346585	374.499000	118.838000	0.868462	0.332063	9	-0.330583	-0.031317	0.051744	3	0.051288	0.006853	0.003514	10	-0.003283	-0.001254
10172	10176			0	0	0	Smile	242.79833955740867	242.79833955740867	26.65918595323587	26.65918595323587	373.563000	118.821000	0.878365	0.246898	9	-0.246417	-0.015417	0.040584	3	0.039341	0.009964	0.005698	7	-0.003711	0.004324
10176	10180			0	0	0	Smile	242.79833955740867	242.79833955740867	28.309559824268252	28.309559824268252	373.567000	117.858000	0.891059	0.197552	9	-0.197550	0.000833	0.040829	4	0.028908	0.028833	0.004514	7	-0.003078	0.003302
10180	10184			0	0	0	Smile	242.79833955740867	242.79833955740867	34.871288636136065	34.871288636136065	374.499000	118.815000	0.875133	0.145988	8	-0.119283	0.084167	0.044467	5	0.027527	0.034923	0.002339	9	-0.002304	0.000401
10184	10188			0	0	0	Smile	242.79833955740867	242.79833955740867	36.88745419869329	36.88745419869329	373.557000	118.809000	0.881881	0.173292	7	-0.086833	0.149967	0.033129	5	0.013106	0.030427	0.004357	10	-0.003321	-0.002820
10188	10192			0	0	0	Smile	242.79833955740867	242.79833955740867	36.755024425070374	36.755024425070374	373.541000	118.825000	0.882912	0.205245	6	-0.040383	0.201233	0.020528	5	0.009631	0.018128	0.002221	11	-0.000997	-0.001985
10192	10196			0	0	0	Smile	242.79833955740867	242.79833955740867	36.34143251567794	36.34143251567794	373.522000	118.831000	0.888448	0.241253	6	-0.056267	0.234600	0.016713	6	-0.000650	0.016700	0.002860	12	-0.000633	-0.002788
